customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
2565-jslry,1,0.0,0,0,1.0,1,1,24.05,24.05,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2607-dhdak,1,0.0,1,1,72.0,1,1,19.8,1414.65,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1073-xxczd,1,0.0,1,0,55.0,1,0,25.7,1443.65,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0743-hrvff,0,0.0,1,1,51.0,0,1,56.15,2898.95,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
4006-hkyho,1,0.0,0,0,63.0,1,1,86.7,5309.5,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
3727-jeztu,0,0.0,0,0,1.0,1,0,20.4,20.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
8143-etqti,0,0.0,1,1,23.0,1,1,19.65,451.55,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
6689-kxgbo,0,0.0,0,0,1.0,1,0,50.55,50.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9667-tktvz,0,0.0,0,0,2.0,1,1,54.35,117.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3657-cogmw,0,1.0,0,0,52.0,1,0,108.1,5839.3,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
8570-kljyj,0,0.0,0,0,36.0,1,0,54.45,1893.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7754-ixrmc,0,0.0,0,0,1.0,1,0,45.35,45.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9473-cbzop,0,0.0,0,0,28.0,1,0,59.0,1654.45,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2969-wghqo,0,0.0,1,1,7.0,1,0,69.45,477.05,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
6615-nggzj,1,0.0,0,0,14.0,1,1,100.55,1415.55,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
4334-howrp,1,1.0,1,0,72.0,0,1,64.95,4546.0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
4255-dduou,0,0.0,1,1,1.0,1,1,20.5,20.5,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
5863-ookcl,0,0.0,0,0,10.0,1,0,18.85,163.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1686-stuhn,1,0.0,0,0,42.0,1,0,19.8,849.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1329-vhwnp,0,0.0,0,0,7.0,0,0,25.05,189.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2984-miizl,1,0.0,0,0,4.0,1,1,74.8,321.9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0266-gmeao,1,0.0,1,1,72.0,1,1,114.3,8058.55,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
5590-yrfjt,0,0.0,1,0,20.0,0,1,24.45,482.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5574-nxziu,1,0.0,0,0,63.0,1,0,109.2,7049.75,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0019-gfntw,0,0.0,0,0,56.0,0,0,45.05,2560.1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
4256-zwtzi,0,0.0,0,1,5.0,1,1,51.0,286.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8309-ppced,0,0.0,1,0,72.0,1,1,110.45,7982.5,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
4098-naukp,1,1.0,1,1,68.0,1,1,84.65,5683.6,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5196-wpyow,1,0.0,1,1,67.0,1,0,60.05,3994.05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
4608-lcimn,1,0.0,1,1,8.0,1,0,44.65,369.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485-ydhmm,1,0.0,1,1,52.0,1,1,93.25,4631.7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
4054-cumia,0,0.0,1,1,18.0,1,1,20.25,401.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0603-tpmib,0,0.0,1,1,59.0,1,0,25.45,1534.05,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
2525-gvkqu,0,0.0,0,0,60.0,1,0,20.6,1093.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
8161-qymtt,1,0.0,0,0,7.0,1,1,94.1,701.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9581-gvbxt,1,0.0,1,1,59.0,0,0,34.8,1980.3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5862-brixz,1,0.0,0,0,46.0,0,1,60.75,2893.4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
5404-ggukr,1,0.0,0,0,5.0,1,1,51.35,262.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3308-jsgml,1,1.0,1,0,59.0,0,1,64.05,3886.85,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
2126-gsegl,0,0.0,1,0,70.0,1,1,84.8,5917.55,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
3677-tnkio,0,0.0,0,0,14.0,1,1,71.0,914.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0440-qexbz,0,0.0,0,0,44.0,1,1,50.15,2139.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2434-eevdb,0,0.0,1,0,64.0,1,1,94.6,5948.7,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
6762-qvyjo,0,0.0,1,1,58.0,0,0,59.75,3624.35,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6199-iwkgc,0,1.0,1,0,46.0,1,0,100.25,4753.85,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
2675-dhutr,1,1.0,1,0,58.0,1,1,98.9,5780.7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
8152-vetur,0,0.0,1,0,72.0,1,1,97.7,6869.7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
9667-eqrxu,0,1.0,0,0,30.0,0,1,40.3,1172.95,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7446-ypode,1,1.0,0,0,11.0,1,0,60.25,662.95,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9522-bnthx,0,1.0,0,0,34.0,0,1,56.25,1765.95,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
4676-wluht,1,0.0,0,0,54.0,0,0,46.2,2431.95,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3329-wdiok,0,0.0,0,0,3.0,0,1,50.6,155.35,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7980-mhflq,0,0.0,1,1,72.0,1,0,24.9,1859.2,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
2873-zliwt,0,0.0,1,1,40.0,1,1,84.85,3303.05,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3415-taile,0,0.0,1,1,2.0,1,0,65.7,134.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0757-wcuuz,1,0.0,1,1,54.0,1,0,63.35,3409.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
1629-dqqvb,0,0.0,0,0,14.0,1,0,50.1,709.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915-iofgu,0,0.0,0,0,1.0,1,0,70.5,70.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3045-xetsh,0,0.0,0,0,10.0,1,1,94.85,953.45,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0374-aacsz,0,0.0,0,0,1.0,1,0,50.15,50.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7239-hzzcx,1,0.0,0,0,1.0,1,0,19.75,19.75,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
4872-vxril,1,0.0,0,0,56.0,1,1,64.65,3665.55,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9140-czqzz,0,0.0,1,0,68.0,1,1,79.6,5515.8,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
3423-hhxao,0,0.0,1,1,14.0,1,1,19.5,272.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
9938-tkdgl,1,0.0,1,1,68.0,1,1,99.55,6668.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0531-zzjwq,1,1.0,1,0,55.0,1,1,74.0,4052.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6537-qlgex,0,0.0,0,0,16.0,0,1,38.9,664.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2688-bhgog,1,1.0,0,0,9.0,1,1,79.55,718.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7683-cbdkj,1,0.0,1,1,14.0,1,1,65.45,937.6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0946-cljti,1,1.0,1,0,58.0,1,1,98.7,5812.6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3160-tyxlt,1,0.0,0,0,53.0,0,1,46.3,2546.85,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1325-usmec,1,0.0,1,0,70.0,1,1,99.35,6944.5,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
0916-qofdp,0,1.0,1,1,14.0,1,1,95.8,1346.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0628-cnqrm,1,0.0,1,1,22.0,1,1,67.5,1544.05,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
5606-amzbo,0,0.0,1,0,10.0,1,1,78.15,765.15,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6199-ipcao,0,0.0,1,1,29.0,1,0,26.1,692.55,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
7665-toald,0,0.0,0,0,1.0,1,1,69.6,69.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0112-qwpnc,1,0.0,1,0,49.0,1,0,84.35,4059.35,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0324-brpcj,0,1.0,1,0,68.0,1,1,100.2,6851.65,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2777-phdei,0,0.0,0,0,1.0,1,0,78.05,78.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5640-caxoa,0,0.0,0,0,30.0,0,1,40.35,1187.05,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
2235-ezaik,0,0.0,1,0,72.0,1,0,79.2,5401.9,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
3847-baerp,0,0.0,0,0,10.0,1,1,20.9,247.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1196-amora,1,0.0,0,0,7.0,1,0,73.6,520.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4282-ymkna,0,0.0,0,0,9.0,1,1,74.75,706.6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1453-rzfon,0,0.0,0,1,1.0,1,0,49.9,49.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8263-oketd,0,0.0,0,0,20.0,1,1,68.9,1370.35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0670-kdoma,0,0.0,0,0,1.0,1,1,20.25,20.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2476-ygefm,0,0.0,0,0,29.0,1,1,76.0,2215.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8687-bafgu,1,0.0,0,0,1.0,1,0,74.0,74.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0641-evboj,1,0.0,0,0,3.0,1,1,82.3,214.4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0829-xxplx,0,0.0,0,0,20.0,1,1,89.4,1871.15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9974-jfbhq,1,0.0,0,1,64.0,1,1,99.15,6171.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
5356-rhipp,1,0.0,0,0,1.0,1,1,20.2,20.2,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
6624-jdrds,0,0.0,0,0,6.0,0,0,29.45,161.45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0608-jdvec,1,0.0,1,0,50.0,1,0,19.8,1013.2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
9780-fkvvf,1,0.0,0,0,6.0,1,1,59.15,336.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1919-rtpqd,1,0.0,1,1,7.0,1,0,44.75,333.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5214-nltit,1,0.0,1,1,72.0,1,1,90.8,6511.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3345-pbbfh,1,0.0,1,0,8.0,1,1,49.55,393.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5055-brmne,0,0.0,1,1,67.0,1,0,106.7,7009.5,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
9189-jwshv,0,1.0,1,0,24.0,1,1,93.55,2264.05,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2190-phbhr,0,0.0,1,0,72.0,1,1,94.45,6921.7,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
2650-gyryl,1,0.0,1,1,33.0,1,1,19.45,600.25,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0746-jtrfu,1,0.0,0,0,2.0,0,1,25.05,56.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5208-fvqkb,1,0.0,1,0,70.0,1,0,67.95,4664.15,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
7184-lruur,0,0.0,0,0,22.0,1,0,65.25,1441.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
6627-cfosn,0,0.0,0,0,59.0,1,1,99.45,5623.7,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
3982-jgsfd,1,0.0,0,0,36.0,1,1,20.35,695.85,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1574-dycwe,0,0.0,1,1,51.0,1,0,19.95,1028.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
7247-xozpb,1,0.0,1,0,53.0,1,0,77.4,4155.95,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
2466-fccpt,0,0.0,1,1,20.0,1,0,19.7,395.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
6211-wwltf,1,0.0,1,0,63.0,1,0,99.7,6330.4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
4826-tzeva,0,0.0,0,0,40.0,1,0,74.8,2971.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6016-nxbnj,1,0.0,0,0,35.0,1,1,19.15,638.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
9138-efsmo,1,0.0,1,1,26.0,1,0,78.95,2034.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0576-wnxxc,1,1.0,1,0,27.0,1,1,95.55,2510.2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
4632-xjmex,1,0.0,0,1,53.0,1,0,62.85,3419.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
8910-ledag,1,1.0,1,0,34.0,1,0,71.55,2427.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3452-gwuin,0,1.0,1,0,19.0,1,1,94.95,1760.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2716-gfzor,1,0.0,1,0,43.0,1,1,86.1,3551.65,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3724-ucshy,1,0.0,1,1,6.0,1,0,19.55,122.9,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
8626-xhbie,1,0.0,0,1,56.0,1,1,24.8,1424.2,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
4628-cttla,1,0.0,0,0,57.0,0,1,39.3,2111.45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3192-lnkrk,1,0.0,1,1,34.0,1,1,84.05,2909.95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4439-yrnvd,0,0.0,0,0,10.0,0,0,36.25,374.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2876-vbbbl,0,0.0,0,0,1.0,1,1,20.25,20.25,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
6834-nxdca,0,0.0,0,0,13.0,0,1,23.9,300.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2208-ugtgr,1,0.0,0,0,56.0,1,0,98.6,5581.05,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
3005-tyfrd,0,0.0,1,0,55.0,1,1,103.65,5676.65,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
8670-mefcp,0,0.0,1,1,36.0,1,1,92.9,3379.25,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
3079-bchln,1,0.0,1,0,47.0,1,0,19.9,942.95,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
7777-unyhb,0,0.0,1,1,12.0,1,1,20.1,232.4,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
5597-glbuc,0,0.0,0,0,1.0,1,1,85.45,85.45,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
7278-ckdnc,1,1.0,0,0,24.0,1,1,80.5,2088.45,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2748-myrvk,0,0.0,0,0,63.0,1,0,99.9,6137.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
8450-uyibu,0,1.0,0,0,35.0,0,1,39.85,1434.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2969-vapyh,0,0.0,0,0,67.0,1,0,60.5,3870.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
4822-ycxmx,1,0.0,0,0,25.0,1,1,84.8,2043.45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7181-oqcut,1,0.0,0,0,21.0,1,0,103.85,2215.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
8474-umlnt,0,0.0,0,0,13.0,1,0,67.8,842.25,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9821-pootn,1,0.0,1,0,35.0,1,1,75.2,2576.2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3836-fzsdj,1,1.0,1,0,71.0,1,0,24.85,1901.0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
9142-xmyjh,0,0.0,0,0,29.0,1,0,19.35,601.6,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
6559-ilwkj,1,0.0,1,0,71.0,0,0,49.35,3515.25,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0187-qsxoe,1,1.0,1,0,7.0,1,1,89.0,605.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7733-udmtp,0,1.0,0,0,57.0,0,1,55.0,3094.05,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
2649-hwlyb,1,0.0,1,0,65.0,1,0,76.15,4929.55,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
5214-chiwj,1,0.0,0,0,27.0,1,0,20.3,595.05,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
4229-czmll,1,0.0,0,0,6.0,1,1,74.9,469.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6904-jlbgy,0,1.0,0,0,72.0,1,1,117.35,8436.25,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
2465-blleu,1,0.0,0,0,1.0,1,1,19.75,19.75,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1685-vayjf,1,0.0,0,0,11.0,1,0,45.2,492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8874-ejnsr,1,0.0,1,1,39.0,1,0,25.2,987.95,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
6917-yacbp,0,1.0,0,0,59.0,1,1,89.75,5496.9,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5049-mubwg,1,0.0,0,0,26.0,1,0,75.0,1908.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
4223-wozcm,1,1.0,0,0,2.0,1,0,49.95,107.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0769-murvm,0,0.0,1,1,72.0,0,0,65.7,4575.35,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
9253-vifjq,1,0.0,1,0,65.0,1,0,67.05,4309.55,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7030-fztfm,1,0.0,1,1,72.0,1,0,110.9,7922.75,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
9741-ylntd,1,0.0,0,0,6.0,1,1,87.95,522.35,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5917-ryrmg,1,1.0,0,0,32.0,1,0,19.8,587.7,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
5120-zblai,0,0.0,1,0,50.0,1,0,75.7,3876.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1194-bhjyc,1,0.0,1,0,61.0,0,1,62.15,3778.85,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
3663-mitlp,0,0.0,0,0,15.0,1,1,101.25,1457.25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0906-qvpms,1,0.0,1,0,72.0,1,0,115.15,8349.45,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
9025-zrpvr,1,0.0,0,0,9.0,1,1,18.95,185.6,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1905-oeilc,0,0.0,0,0,1.0,1,0,19.5,19.5,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
7858-gtzsp,0,0.0,0,0,12.0,1,1,86.55,1066.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3285-ucqvc,0,0.0,0,0,37.0,0,0,28.6,973.55,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6248-bshkg,1,0.0,1,1,61.0,1,0,20.4,1226.45,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
4685-tflls,1,0.0,1,1,18.0,1,0,19.8,342.3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
3470-btgqo,1,0.0,0,1,21.0,1,0,45.65,985.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1209-vffoc,1,0.0,1,1,68.0,0,1,56.4,3948.45,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
