gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
0,1,1,0,0.18861852802600784,1,0,0.8387278311321736,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.829230045385551,0,0,-1.022320091680059,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,-1.277083417686637,1,0,-1.4742888729344585,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1.2064671014375667,0,1,-0.8694482980204827,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,-1.277083417686637,0,0,-1.3131088296194704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.5849463877667769,1,1,-0.13832232834424849,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1.4914647019928033,1,1,0.8370661812010913,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.2363694747501746,1,1,0.33192460215205666,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.5442324448303145,1,0,-1.467642273210129,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.829230045385551,1,1,0.6542846887820328,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.9513718741949381,1,0,-1.4742888729344585,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.2185209013386157,1,0,0.5628939425725035,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,1,-0.2185209013386157,1,1,0.48978134560487996,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,-1.277083417686637,1,0,0.8104797823037738,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,-0.3406627301480028,1,1,-1.4776121727966232,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,-0.7478021595126263,1,1,0.3385712018763862,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.014951186656303928,1,1,0.32029305263448044,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.8699439883220134,1,0,-1.4875820723831172,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-1.277083417686637,1,1,-1.321417079274882,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,1,0.2293324709624702,1,1,0.5213526942954447,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.9513718741949381,1,0,-1.495890322038529,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,0.8807555579458679,1,1,0.029504314695069055,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,0,-0.137093015465691,1,1,0.20730085732088038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1,1,1,0,0.47361612858124436,1,1,0.8121414322348561,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1.0843252726281798,1,1,0.7307205856118208,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,-1.1956555318137123,1,1,-0.3144572210389778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,-0.5849463877667769,1,1,-0.10841262958476623,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,1,0,0,1.4100368161198786,1,0,-1.3180937794127174,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,-0.4220906160209275,1,0,-0.3194421708322248,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0.02576275628015843,0,0,-1.0206584417489768,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.1142276459407876,1,0,-1.4892437223141994,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.2363694747501746,1,0,-1.4892437223141994,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.6136065308021903,1,0,0.8287579315456796,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,1,-0.9513718741949381,1,0,-1.4742888729344585,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.4100368161198786,1,0,-1.2782141810667411,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,-0.6663742736397016,1,1,0.6709011880928563,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.9920858171314004,1,1,-1.4643189733479642,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.1142276459407876,0,1,-0.7149148544298242,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.38137667308446516,1,1,-0.5454265614594244,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.277083417686637,1,1,0.4914429955359622,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0.7178997862000185,1,1,0.20896250725196264,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.6256603307032392,1,0,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,1.4507507590563409,1,1,1.5299742024624314,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.277083417686637,1,0,0.655946338713115,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,-0.29994878721154045,1,1,0.15080475966408036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1.4100368161198786,0,1,-0.5121935628377774,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,-0.014951186656303928,1,0,-1.4759505228655407,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,1,0,1.4100368161198786,1,1,1.3571626096298668,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
1,1,1,0,1.6136065308021903,0,1,-0.010375283650907454,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,1,0,1.572892587865728,1,1,1.4568616054948078,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,1,-1.277083417686637,1,1,-0.4939154135958716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.5550440144541691,0,0,-1.145282186580153,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-1.2363694747501746,0,1,-1.1419588867179884,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.277083417686637,1,1,-0.6434639073932832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0.6364719003270938,1,1,0.029504314695069055,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,1.1657531585011045,1,1,1.2807267128000788,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,1,0,-0.014951186656303928,1,0,0.6443147891955388,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2363694747501746,1,0,-0.6750352560838477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1956555318137123,1,0,-1.495890322038529,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.1142276459407876,1,1,0.6858560374725975,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,1.572892587865728,1,0,0.8354045312700091,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,0.18861852802600784,1,1,-0.32276547069438954,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.328608930246954,1,1,1.3073131116973964,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,1,1.4100368161198786,1,1,1.3903956082515139,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1,0,0,1,0.6771858432635561,1,0,0.34687945153179794,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0.7178997862000185,1,1,0.19068435801005687,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,-0.29994878721154045,1,0,-1.500875271831776,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,1,-0.6256603307032392,1,1,-0.2961790717970718,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,1,1.2878949873104915,1,1,-1.352988427965447,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,-0.29994878721154045,0,1,-0.8860647973313063,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,1,0,0,-0.38137667308446516,1,1,1.3837490085271849,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-0.3406627301480028,0,0,-1.0140118420246473,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0.18861852802600784,1,1,1.172719467279726,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.46280455895738987,1,1,0.12920331056001008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,1,-0.6301707079446244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.9106579312584757,1,1,0.3651576007737037,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.0735137030043251,1,1,0.6526230388509505,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,0.7586137291364808,1,1,1.0514190223107147,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,-0.9106579312584757,1,1,-1.4693039231412115,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.0735137030043251,0,0,-0.4590207650431421,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,1,1,0.5957579573906314,1,1,0.8553443304429971,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,1,1.1657531585011045,1,1,0.48645804574271545,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
0,0,0,0,0.7993276720729432,0,1,-0.19980337579429552,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,1,1,0.10719064215308315,1,1,-0.17654027675914252,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1.572892587865728,1,1,1.3604859094920319,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,-1.0735137030043251,1,0,-0.28288587234841306,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.5143300715177067,1,0,-0.3809232182822718,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,1,0,0,-1.2363694747501746,1,1,0.6908409872658443,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.1549415888772498,1,1,0.12920331056001008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2363694747501746,0,0,-1.3446801783100353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.1549415888772498,1,0,0.43494689787916224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0.7586137291364808,1,0,-0.1615854273794015,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,1,1.125039215564642,1,0,-1.3563117278276113,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,-0.9513718741949381,1,1,-1.4825971225898702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-1.1956555318137123,1,1,1.3488543599744551,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.6256603307032392,1,1,1.0264942733444795,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,-0.9920858171314004,1,1,0.7406904851983148,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.5550440144541691,1,0,0.5396308435373505,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,0,0,1.4507507590563409,1,1,0.5878186915387388,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-1.277083417686637,1,1,-0.3742766185579423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,-1.1549415888772498,1,0,-1.4709655730722937,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,-1.277083417686637,0,1,-1.3180937794127174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,-0.17780695840215335,1,1,-0.34436691979846007,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,0,0,0.2700464138989326,1,1,-0.2047883255875425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,-0.8699439883220134,1,0,0.665916238299609,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.572892587865728,0,1,-0.11173592944693098,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,1,-1.2363694747501746,1,0,-1.4742888729344585,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,-0.09637907252922864,1,1,0.4947662953981272,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.6256603307032392,1,0,-1.4825971225898702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,0.9214695008823303,1,1,0.9866146749985029,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,1.0436113296917173,1,1,0.499751245191374,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.1142276459407876,1,0,-0.3510135195227893,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,-1.277083417686637,1,1,-1.505860221625023,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,1,0,0,-0.9513718741949381,1,1,0.30866150311690366,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.2592348442750781,1,0,-0.5188401625621069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7178997862000185,1,0,-1.5075218715561054,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,1.6136065308021903,1,1,1.6246882485341256,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,1,0.432902185644782,1,1,1.3704558090785257,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,0.9621834438187926,1,1,-1.2898457305843174,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-1.277083417686637,1,0,-1.5174917711425995,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.6136065308021903,1,1,1.2840500126622438,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,1.6136065308021903,1,1,1.1893359665905494,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,0.1479045850895455,1,1,1.0181860236890676,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.1142276459407876,1,0,0.3452178016007157,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.7885161024490887,1,1,0.6542846887820328,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0.47361612858124436,1,0,0.8104797823037738,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
0,1,1,1,1.5321786449292656,1,1,1.4335985064596553,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,0.47361612858124436,1,0,-1.5041985716939408,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,1,0,-0.014951186656303928,1,1,0.7041341867145033,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0,1.4914647019928033,1,1,-1.3230787292059645,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,0,-0.6663742736397016,1,0,-0.178201926690225,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,1,1,1,1.4507507590563409,1,0,-1.5041985716939408,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-0.6663742736397016,1,1,0.1724062087681511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1.4507507590563409,1,0,0.6011118909873973,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.1549415888772498,1,0,-1.5208150710047643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.2592348442750781,0,0,-0.861140048365071,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.137093015465691,0,1,-1.135312286993659,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,-1.1142276459407876,1,0,-1.4759505228655407,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,0,1.5321786449292656,1,1,1.0048928242404087,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,-0.3406627301480028,1,0,0.32029305263448044,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
0,1,1,0,1.6136065308021903,1,0,0.45488669705215073,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-1.277083417686637,1,1,0.3169697527723154,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1.5321786449292656,0,1,-0.4556974651809776,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,1,1,0.1479045850895455,1,0,-1.5141684712804346,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1,0,0,0.2293324709624702,1,1,1.1561029679689026,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.6256603307032392,1,1,0.17406785869923336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.3514742997718573,1,1,1.4734781048056314,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,0,-1.277083417686637,1,1,-0.6467872072554479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2363694747501746,0,0,-1.1602370359598941,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.7478021595126263,1,0,0.3884206998088567,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.2363694747501746,1,1,1.008216124102573,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.277083417686637,1,0,-1.4942286721074467,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,-0.7885161024490887,1,1,0.2671202548398449,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.0735137030043251,1,0,-1.5224767209358465,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.1549415888772498,1,1,0.3950672995331862,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,-1.1142276459407876,1,1,1.1428097685202439,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
0,0,1,0,-0.7070882165761639,1,0,1.229215564936526,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.5957579573906314,1,0,0.35518770118720966,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.9920858171314004,1,0,-0.022006833168484192,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,-0.6256603307032392,0,1,-1.2998156301708117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.7070882165761639,1,0,0.34355615166963294,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.2592348442750781,1,1,1.0331408730688085,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,-0.38137667308446516,1,0,-0.34436691979846007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-1.1549415888772498,1,0,0.26545860490876266,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,-0.137093015465691,1,0,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,-0.29994878721154045,1,0,-1.519153421073682,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.9513718741949381,1,0,-0.6584187567730242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.5849463877667769,1,1,-0.5055469631134482,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-1.1956555318137123,1,1,0.9999078744471614,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,1.4914647019928033,0,0,-0.6152158585648831,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-0.7478021595126263,1,0,-1.5091835214871878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,-0.5442324448303145,1,0,0.16077465925057438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0,0,0.2700464138989326,1,0,0.8619909301673266,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.05566512959276629,1,1,1.2175840154189497,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.3406627301480028,1,0,-1.4792738227277056,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,-0.7478021595126263,1,0,-0.5304717120796834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1.2878949873104915,1,1,0.3186314027033977,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0,0,0,0.7178997862000185,1,1,-1.5091835214871878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,0.7993276720729432,1,1,0.1325266104221746,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,-0.17780695840215335,1,0,1.1777044170729731,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,-0.46280455895738987,1,1,-1.4593340235547172,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,1,-0.29994878721154045,1,1,1.0348025229998912,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.6256603307032392,1,0,-1.5091835214871878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
